date,store_id,nb_tickets
2021-09-27,S01,51
2021-09-28,S01,59
2021-09-29,S01,76
2021-09-30,S01,53
2021-10-01,S01,76
2021-10-02,S01,79
2021-10-03,S01,32
2021-10-04,S01,59
2021-10-05,S01,51
2021-10-06,S01,87
2021-10-07,S01,78
2021-10-08,S01,91
2021-10-09,S01,152
2021-10-10,S01,49
2021-10-11,S01,52
2021-10-12,S01,53
2021-10-13,S01,76
2021-10-14,S01,66
2021-10-15,S01,84
2021-10-16,S01,153
2021-10-17,S01,45
2021-10-18,S01,79
2021-10-19,S01,59
2021-10-20,S01,67
2021-10-21,S01,63
2021-10-22,S01,82
2021-10-23,S01,110
2021-10-24,S01,34
2021-10-25,S01,56
2021-10-26,S01,57
2021-10-27,S01,58
2021-10-28,S01,74
2021-10-29,S01,64
2021-10-30,S01,77
2021-10-31,S01,43
2021-11-01,S01,34
2021-11-02,S01,58
2021-11-03,S01,73
2021-11-04,S01,56
2021-11-05,S01,51
2021-11-06,S01,120
2021-11-07,S01,39
2021-11-08,S01,71
2021-11-09,S01,77
2021-11-10,S01,73
2021-11-11,S01,41
2021-11-12,S01,83
2021-11-13,S01,107
2021-11-14,S01,47
2021-11-15,S01,90
2021-11-16,S01,57
2021-11-17,S01,70
2021-11-18,S01,64
2021-11-19,S01,60
2021-11-20,S01,141
2021-11-21,S01,50
2021-11-22,S01,76
2021-11-23,S01,67
2021-11-24,S01,84
2021-11-25,S01,79
2021-11-26,S01,66
2021-11-27,S01,100
2021-11-28,S01,32
2021-11-29,S01,76
2021-11-30,S01,59
2021-12-01,S01,88
2021-12-02,S01,60
2021-12-03,S01,73
2021-12-04,S01,148
2021-12-05,S01,51
2021-12-06,S01,59
2021-12-07,S01,71
2021-12-08,S01,86
2021-12-09,S01,75
2021-12-10,S01,78
2021-12-11,S01,86
2021-12-12,S01,43
2021-12-13,S01,73
2021-12-14,S01,69
2021-12-15,S01,84
2021-12-16,S01,84
2021-12-17,S01,84
2021-12-18,S01,179
2021-12-19,S01,54
2021-12-20,S01,78
2021-12-21,S01,76
2021-12-22,S01,103
2021-12-23,S01,71
2021-12-24,S01,105
2021-12-25,S01,0
2021-12-26,S01,25
2021-12-27,S01,51
2021-12-28,S01,35
2021-12-29,S01,43
2021-12-30,S01,42
2021-12-31,S01,60
2022-01-01,S01,0
2022-01-02,S01,41
2022-01-03,S01,33
2022-01-04,S01,65
2022-01-05,S01,78
2022-01-06,S01,62
2022-01-07,S01,67
2022-01-08,S01,103
2022-01-09,S01,33
2022-01-10,S01,59
2022-01-11,S01,52
2022-01-12,S01,82
2022-01-13,S01,55
2022-01-14,S01,74
2022-01-15,S01,84
2022-01-16,S01,34
2022-01-17,S01,62
2022-01-18,S01,68
2022-01-19,S01,94
2022-01-20,S01,65
2022-01-21,S01,89
2022-01-22,S01,144
2022-01-23,S01,49
2022-01-24,S01,43
2022-01-25,S01,57
2022-01-26,S01,92
2022-01-27,S01,67
2022-01-28,S01,74
2022-01-29,S01,118
2022-01-30,S01,38
2022-01-31,S01,73
2022-02-01,S01,74
2022-02-02,S01,72
2022-02-03,S01,60
2022-02-04,S01,57
2022-02-05,S01,88
2022-02-06,S01,35
2022-02-07,S01,38
2022-02-08,S01,61
2022-02-09,S01,81
2022-02-10,S01,69
2022-02-11,S01,62
2022-02-12,S01,94
2022-02-13,S01,47
2022-02-14,S01,72
2022-02-15,S01,61
2022-02-16,S01,52
2022-02-17,S01,64
2022-02-18,S01,100
2022-02-19,S01,84
2022-02-20,S01,51
2022-02-21,S01,47
2022-02-22,S01,64
2022-02-23,S01,83
2022-02-24,S01,54
2022-02-25,S01,78
2022-02-26,S01,151
2022-02-27,S01,32
2022-02-28,S01,56
2022-03-01,S01,47
2022-03-02,S01,64
2022-03-03,S01,60
2022-03-04,S01,90
2022-03-05,S01,92
2022-03-06,S01,27
2022-03-07,S01,65
2022-03-08,S01,72
2022-03-09,S01,66
2022-03-10,S01,72
2022-03-11,S01,65
2022-03-12,S01,98
2022-03-13,S01,43
2022-03-14,S01,76
2022-03-15,S01,61
2022-03-16,S01,91
2022-03-17,S01,63
2022-03-18,S01,76
2022-03-19,S01,129
2022-03-20,S01,39
2022-03-21,S01,71
2022-03-22,S01,66
2022-03-23,S01,110
2022-03-24,S01,64
2022-03-25,S01,96
2022-03-26,S01,113
2022-03-27,S01,26
2022-03-28,S01,51
2022-03-29,S01,50
2022-03-30,S01,63
2022-03-31,S01,62
2022-04-01,S01,67
2022-04-02,S01,104
2022-04-03,S01,33
2022-04-04,S01,58
2022-04-05,S01,56
2022-04-06,S01,92
2022-04-07,S01,78
2022-04-08,S01,54
2022-04-09,S01,88
2022-04-10,S01,36
2022-04-11,S01,56
2022-04-12,S01,69
2022-04-13,S01,97
2022-04-14,S01,71
2022-04-15,S01,60
2022-04-16,S01,127
2022-04-17,S01,36
2022-04-18,S01,32
2022-04-19,S01,75
2022-04-20,S01,104
2022-04-21,S01,76
2022-04-22,S01,65
2022-04-23,S01,83
2022-04-24,S01,30
2022-04-25,S01,66
2022-04-26,S01,70
2022-04-27,S01,91
2022-04-28,S01,74
2022-04-29,S01,72
2022-04-30,S01,136
2022-05-01,S01,0
2022-05-02,S01,50
2022-05-03,S01,49
2022-05-04,S01,65
2022-05-05,S01,68
2022-05-06,S01,68
2022-05-07,S01,87
2022-05-08,S01,28
2022-05-09,S01,54
2022-05-10,S01,61
2022-05-11,S01,56
2022-05-12,S01,111
2022-05-13,S01,81
2022-05-14,S01,80
2022-05-15,S01,38
2022-05-16,S01,59
2022-05-17,S01,52
2022-05-18,S01,59
2022-05-19,S01,60
2022-05-20,S01,68
2022-05-21,S01,123
2022-05-22,S01,41
2022-05-23,S01,53
2022-05-24,S01,83
2022-05-25,S01,99
2022-05-26,S01,47
2022-05-27,S01,80
2022-05-28,S01,129
2022-05-29,S01,42
2022-05-30,S01,86
2022-05-31,S01,61
2022-06-01,S01,71
2022-06-02,S01,58
2022-06-03,S01,82
2022-06-04,S01,114
2022-06-05,S01,51
2022-06-06,S01,55
2022-06-07,S01,78
2022-06-08,S01,70
2022-06-09,S01,61
2022-06-10,S01,90
2022-06-11,S01,126
2022-06-12,S01,34
2022-06-13,S01,61
2022-06-14,S01,58
2022-06-15,S01,81
2022-06-16,S01,94
2022-06-17,S01,63
2022-06-18,S01,112
2022-06-19,S01,42
2022-06-20,S01,55
2022-06-21,S01,83
2022-06-22,S01,82
2022-06-23,S01,66
2022-06-24,S01,67
2022-06-25,S01,89
2022-06-26,S01,20
2022-06-27,S01,78
2022-06-28,S01,53
2022-06-29,S01,100
2022-06-30,S01,56
2022-07-01,S01,43
2022-07-02,S01,88
2022-07-03,S01,40
2022-07-04,S01,62
2022-07-05,S01,60
2022-07-06,S01,82
2022-07-07,S01,71
2022-07-08,S01,76
2022-07-09,S01,107
2022-07-10,S01,45
2022-07-11,S01,60
2022-07-12,S01,60
2022-07-13,S01,57
2022-07-14,S01,37
2022-07-15,S01,75
2022-07-16,S01,106
2022-07-17,S01,33
2022-07-18,S01,42
2022-07-19,S01,52
2022-07-20,S01,74
2022-07-21,S01,63
2022-07-22,S01,48
2022-07-23,S01,97
2022-07-24,S01,47
2022-07-25,S01,69
2022-07-26,S01,56
2022-07-27,S01,75
2022-07-28,S01,66
2022-07-29,S01,92
2022-07-30,S01,116
2022-07-31,S01,35
2022-08-01,S01,74
2022-08-02,S01,54
2022-08-03,S01,72
2022-08-04,S01,58
2022-08-05,S01,75
2022-08-06,S01,81
2022-08-07,S01,35
2022-08-08,S01,51
2022-08-09,S01,69
2022-08-10,S01,60
2022-08-11,S01,52
2022-08-12,S01,91
2022-08-13,S01,102
2022-08-14,S01,50
2022-08-15,S01,34
2022-08-16,S01,66
2022-08-17,S01,60
2022-08-18,S01,58
2022-08-19,S01,85
2022-08-20,S01,97
2022-08-21,S01,53
2022-08-22,S01,53
2022-08-23,S01,84
2022-08-24,S01,72
2022-08-25,S01,74
2022-08-26,S01,77
2022-08-27,S01,107
2022-08-28,S01,50
2022-08-29,S01,56
2022-08-30,S01,71
2022-08-31,S01,76
2022-09-01,S01,82
2022-09-02,S01,75
2022-09-03,S01,98
2022-09-04,S01,34
2022-09-05,S01,49
2022-09-06,S01,56
2022-09-07,S01,75
2022-09-08,S01,72
2022-09-09,S01,95
2022-09-10,S01,115
2022-09-11,S01,49
2022-09-12,S01,79
2022-09-13,S01,79
2022-09-14,S01,64
2022-09-15,S01,66
2022-09-16,S01,90
2022-09-17,S01,135
2022-09-18,S01,47
2022-09-19,S01,64
2022-09-20,S01,79
2022-09-21,S01,82
2022-09-22,S01,68
2022-09-23,S01,79
2022-09-24,S01,94
2022-09-25,S01,40
2022-09-26,S01,59
2022-09-27,S01,43
2022-09-28,S01,67
2022-09-29,S01,78
2022-09-30,S01,86
2022-10-01,S01,71
2022-10-02,S01,31
2022-10-03,S01,60
2022-10-04,S01,51
2022-10-05,S01,82
2022-10-06,S01,64
2022-10-07,S01,72
2022-10-08,S01,90
2022-10-09,S01,40
2022-10-10,S01,53
2022-10-11,S01,61
2022-10-12,S01,89
2022-10-13,S01,57
2022-10-14,S01,51
2022-10-15,S01,75
2022-10-16,S01,37
2022-10-17,S01,57
2022-10-18,S01,60
2022-10-19,S01,101
2022-10-20,S01,64
2022-10-21,S01,75
2022-10-22,S01,123
2022-10-23,S01,35
2022-10-24,S01,43
2022-10-25,S01,69
2022-10-26,S01,63
2022-10-27,S01,67
2022-10-28,S01,62
2022-10-29,S01,111
2022-10-30,S01,31
2022-10-31,S01,67
2022-11-01,S01,46
2022-11-02,S01,85
2022-11-03,S01,65
2022-11-04,S01,82
2022-11-05,S01,110
2022-11-06,S01,31
2022-11-07,S01,67
2022-11-08,S01,53
2022-11-09,S01,86
2022-11-10,S01,55
2022-11-11,S01,53
2022-11-12,S01,98
2022-11-13,S01,40
2022-11-14,S01,96
2022-11-15,S01,67
2022-11-16,S01,91
2022-11-17,S01,64
2022-11-18,S01,90
2022-11-19,S01,104
2022-11-20,S01,41
2022-11-21,S01,89
2022-11-22,S01,94
2022-11-23,S01,109
2022-11-24,S01,86
2022-11-25,S01,76
2022-11-26,S01,118
2022-11-27,S01,31
2022-11-28,S01,81
2022-11-29,S01,78
2022-11-30,S01,81
2022-12-01,S01,83
2022-12-02,S01,96
2022-12-03,S01,133
2022-12-04,S01,43
2022-12-05,S01,57
2022-12-06,S01,48
2022-12-07,S01,69
2022-12-08,S01,69
2022-12-09,S01,94
2022-12-10,S01,109
2022-12-11,S01,63
2022-12-12,S01,58
2022-12-13,S01,57
2022-12-14,S01,80
2022-12-15,S01,86
2022-12-16,S01,107
2022-12-17,S01,125
2022-12-18,S01,52
2022-12-19,S01,99
2022-12-20,S01,61
2022-12-21,S01,68
2022-12-22,S01,61
2022-12-23,S01,74
2022-12-24,S01,129
2022-12-25,S01,0
2022-12-26,S01,48
2022-12-27,S01,72
2022-12-28,S01,67
2022-12-29,S01,52
2022-12-30,S01,54
2022-12-31,S01,85
2023-01-01,S01,0
2023-01-02,S01,46
2023-01-03,S01,50
2023-01-04,S01,60
2023-01-05,S01,50
2023-01-06,S01,75
2023-01-07,S01,104
2023-01-08,S01,25
2023-01-09,S01,63
2023-01-10,S01,85
2023-01-11,S01,53
2023-01-12,S01,60
2023-01-13,S01,78
2023-01-14,S01,73
2023-01-15,S01,41
2023-01-16,S01,61
2023-01-17,S01,80
2023-01-18,S01,90
2023-01-19,S01,55
2023-01-20,S01,63
2023-01-21,S01,111
2023-01-22,S01,31
2023-01-23,S01,73
2023-01-24,S01,62
2023-01-25,S01,78
2023-01-26,S01,75
2023-01-27,S01,69
2023-01-28,S01,99
2023-01-29,S01,45
2023-01-30,S01,65
2023-01-31,S01,58
2023-02-01,S01,75
2023-02-02,S01,68
2023-02-03,S01,83
2023-02-04,S01,109
2023-02-05,S01,37
2023-02-06,S01,44
2023-02-07,S01,50
2023-02-08,S01,64
2023-02-09,S01,53
2023-02-10,S01,66
2023-02-11,S01,99
2023-02-12,S01,42
2023-02-13,S01,64
2023-02-14,S01,87
2023-02-15,S01,87
2023-02-16,S01,55
2023-02-17,S01,67
2023-02-18,S01,121
2023-02-19,S01,39
2023-02-20,S01,43
2023-02-21,S01,46
2023-02-22,S01,85
2023-02-23,S01,71
2023-02-24,S01,74
2023-02-25,S01,111
2023-02-26,S01,39
2023-02-27,S01,53
2023-02-28,S01,61
2023-03-01,S01,75
2023-03-02,S01,44
2023-03-03,S01,68
2023-03-04,S01,119
2023-03-05,S01,33
2023-03-06,S01,64
2023-03-07,S01,70
2023-03-08,S01,75
2023-03-09,S01,67
2023-03-10,S01,57
2023-03-11,S01,131
2023-03-12,S01,39
2023-03-13,S01,71
2023-03-14,S01,60
2023-03-15,S01,90
2023-03-16,S01,55
2023-03-17,S01,64
2023-03-18,S01,103
2023-03-19,S01,46
2023-03-20,S01,70
2023-03-21,S01,90
2023-03-22,S01,65
2023-03-23,S01,58
2023-03-24,S01,76
2023-03-25,S01,113
2023-03-26,S01,50
2023-03-27,S01,55
2023-03-28,S01,58
2023-03-29,S01,88
2023-03-30,S01,64
2023-03-31,S01,54
2023-04-01,S01,121
2023-04-02,S01,28
2023-04-03,S01,59
2023-04-04,S01,60
2023-04-05,S01,96
2023-04-06,S01,58
2023-04-07,S01,66
2023-04-08,S01,108
2023-04-09,S01,52
2023-04-10,S01,36
2023-04-11,S01,64
2023-04-12,S01,94
2023-04-13,S01,61
2023-04-14,S01,67
2023-04-15,S01,86
2023-04-16,S01,36
2023-04-17,S01,82
2023-04-18,S01,90
2023-04-19,S01,94
2023-04-20,S01,72
2023-04-21,S01,86
2023-04-22,S01,99
2023-04-23,S01,40
2023-04-24,S01,51
2023-04-25,S01,86
2023-04-26,S01,87
2023-04-27,S01,57
2023-04-28,S01,54
2023-04-29,S01,92
2023-04-30,S01,39
2023-05-01,S01,0
2023-05-02,S01,67
2023-05-03,S01,94
2023-05-04,S01,74
2023-05-05,S01,79
2023-05-06,S01,102
2023-05-07,S01,50
2023-05-08,S01,33
2023-05-09,S01,56
2023-05-10,S01,65
2023-05-11,S01,76
2023-05-12,S01,87
2023-05-13,S01,80
2023-05-14,S01,39
2023-05-15,S01,69
2023-05-16,S01,73
2023-05-17,S01,77
2023-05-18,S01,53
2023-05-19,S01,77
2023-05-20,S01,131
2023-05-21,S01,33
2023-05-22,S01,77
2023-05-23,S01,71
2023-05-24,S01,87
2023-05-25,S01,80
2023-05-26,S01,87
2023-05-27,S01,98
2023-05-28,S01,46
2023-05-29,S01,33
2023-05-30,S01,95
2023-05-31,S01,77
2023-06-01,S01,62
2023-06-02,S01,115
2023-06-03,S01,114
2023-06-04,S01,47
2023-06-05,S01,55
2023-06-06,S01,91
2023-06-07,S01,92
2023-06-08,S01,59
2023-06-09,S01,54
2023-06-10,S01,110
2023-06-11,S01,33
2023-06-12,S01,73
2023-06-13,S01,63
2023-06-14,S01,80
2023-06-15,S01,68
2023-06-16,S01,107
2023-06-17,S01,107
2023-06-18,S01,53
2023-06-19,S01,73
2023-06-20,S01,75
2023-06-21,S01,99
2023-06-22,S01,64
2023-06-23,S01,89
2023-06-24,S01,137
2023-06-25,S01,37
2023-06-26,S01,50
2023-06-27,S01,65
2023-06-28,S01,80
2023-06-29,S01,59
2023-06-30,S01,86
2023-07-01,S01,117
2023-07-02,S01,38
2023-07-03,S01,61
2023-07-04,S01,60
2023-07-05,S01,91
2023-07-06,S01,72
2023-07-07,S01,82
2023-07-08,S01,82
2023-07-09,S01,40
2023-07-10,S01,70
2023-07-11,S01,65
2023-07-12,S01,71
2023-07-13,S01,66
2023-07-14,S01,49
2023-07-15,S01,91
2023-07-16,S01,44
2023-07-17,S01,61
2023-07-18,S01,79
2023-07-19,S01,73
2023-07-20,S01,55
2023-07-21,S01,75
2023-07-22,S01,130
2023-07-23,S01,35
2023-07-24,S01,68
2023-07-25,S01,55
2023-07-26,S01,126
2023-07-27,S01,82
2023-07-28,S01,87
2023-07-29,S01,146
2023-07-30,S01,47
2023-07-31,S01,78
2023-08-01,S01,70
2023-08-02,S01,78
2023-08-03,S01,62
2023-08-04,S01,90
2023-08-05,S01,149
2023-08-06,S01,41
2023-08-07,S01,57
2023-08-08,S01,64
2023-08-09,S01,70
2023-08-10,S01,60
2023-08-11,S01,97
2023-08-12,S01,93
2023-08-13,S01,54
2023-08-14,S01,61
2023-08-15,S01,44
2023-08-16,S01,108
2023-08-17,S01,91
2023-08-18,S01,79
2023-08-19,S01,89
2023-08-20,S01,39
2023-08-21,S01,93
2023-08-22,S01,66
2023-08-23,S01,115
2023-08-24,S01,53
2023-08-25,S01,55
2023-08-26,S01,105
2023-08-27,S01,30
2023-08-28,S01,72
2023-08-29,S01,60
2023-08-30,S01,86
2023-08-31,S01,64
2023-09-01,S01,84
2023-09-02,S01,115
2023-09-03,S01,30
2023-09-04,S01,62
2023-09-05,S01,79
2023-09-06,S01,76
2023-09-07,S01,69
2023-09-08,S01,83
2023-09-09,S01,82
2023-09-10,S01,25
2023-09-11,S01,68
2023-09-12,S01,65
2023-09-13,S01,78
2023-09-14,S01,73
2023-09-15,S01,97
2023-09-16,S01,127
2023-09-17,S01,46
2023-09-18,S01,56
2023-09-19,S01,65
2023-09-20,S01,93
2023-09-21,S01,86
2023-09-22,S01,75
2023-09-23,S01,147
2023-09-24,S01,30
2023-09-25,S01,52
2023-09-26,S01,69
2023-09-27,S01,101
2023-09-28,S01,68
2023-09-29,S01,82
2023-09-30,S01,115
2023-10-01,S01,42
2023-10-02,S01,47
2023-10-03,S01,64
2023-10-04,S01,71
2023-10-05,S01,46
2023-10-06,S01,65
2023-10-07,S01,112
2023-10-08,S01,38
2023-10-09,S01,59
2023-10-10,S01,55
2023-10-11,S01,82
2023-10-12,S01,44
2023-10-13,S01,68
2023-10-14,S01,106
2023-10-15,S01,34
2023-10-16,S01,56
2023-10-17,S01,72
2023-10-18,S01,91
2023-10-19,S01,65
2023-10-20,S01,65
2023-10-21,S01,98
2023-10-22,S01,37
2023-10-23,S01,74
2023-10-24,S01,54
2023-10-25,S01,81
2023-10-26,S01,49
2023-10-27,S01,112
2023-10-28,S01,116
2023-10-29,S01,44
2023-10-30,S01,64
2023-10-31,S01,68
2023-11-01,S01,63
2023-11-02,S01,62
2023-11-03,S01,83
2023-11-04,S01,116
2023-11-05,S01,52
2023-11-06,S01,64
2023-11-07,S01,73
2023-11-08,S01,66
2023-11-09,S01,108
2023-11-10,S01,76
2023-11-11,S01,90
2023-11-12,S01,33
2023-11-13,S01,60
2023-11-14,S01,64
2023-11-15,S01,65
2023-11-16,S01,54
2023-11-17,S01,58
2023-11-18,S01,92
2023-11-19,S01,46
2023-11-20,S01,55
2023-11-21,S01,57
2023-11-22,S01,104
2023-11-23,S01,71
2023-11-24,S01,82
2023-11-25,S01,117
2023-11-26,S01,48
2023-11-27,S01,78
2023-11-28,S01,54
2023-11-29,S01,97
2023-11-30,S01,74
2023-12-01,S01,88
2023-12-02,S01,142
2023-12-03,S01,59
2023-12-04,S01,61
2023-12-05,S01,68
2023-12-06,S01,93
2023-12-07,S01,79
2023-12-08,S01,82
2023-12-09,S01,109
2023-12-10,S01,46
2023-12-11,S01,53
2023-12-12,S01,62
2023-12-13,S01,75
2023-12-14,S01,79
2023-12-15,S01,104
2023-12-16,S01,131
2023-12-17,S01,69
2023-12-18,S01,76
2023-12-19,S01,87
2023-12-20,S01,121
2023-12-21,S01,77
2023-12-22,S01,103
2023-12-23,S01,202
2023-12-24,S01,43
2023-12-25,S01,0
2023-12-26,S01,69
2023-12-27,S01,62
2023-12-28,S01,65
2023-12-29,S01,64
2023-12-30,S01,77
2023-12-31,S01,43
2024-01-01,S01,0
2024-01-02,S01,57
2024-01-03,S01,62
2024-01-04,S01,58
2024-01-05,S01,99
2024-01-06,S01,107
2024-01-07,S01,50
2024-01-08,S01,55
2024-01-09,S01,49
2024-01-10,S01,107
2024-01-11,S01,61
2024-01-12,S01,70
2024-01-13,S01,107
2024-01-14,S01,53
2024-01-15,S01,58
2024-01-16,S01,59
2024-01-17,S01,79
2024-01-18,S01,59
2024-01-19,S01,58
2024-01-20,S01,109
2024-01-21,S01,40
2024-01-22,S01,47
2024-01-23,S01,67
2024-01-24,S01,66
2024-01-25,S01,62
2024-01-26,S01,77
2024-01-27,S01,103
2024-01-28,S01,38
2024-01-29,S01,73
2024-01-30,S01,70
2024-01-31,S01,84
2024-02-01,S01,66
2024-02-02,S01,84
2024-02-03,S01,121
2024-02-04,S01,28
2024-02-05,S01,65
2024-02-06,S01,58
2024-02-07,S01,76
2024-02-08,S01,42
2024-02-09,S01,61
2024-02-10,S01,84
2024-02-11,S01,32
2024-02-12,S01,63
2024-02-13,S01,57
2024-02-14,S01,85
2024-02-15,S01,46
2024-02-16,S01,73
2024-02-17,S01,88
2024-02-18,S01,35
2024-02-19,S01,49
2024-02-20,S01,51
2024-02-21,S01,83
2024-02-22,S01,56
2024-02-23,S01,72
2024-02-24,S01,122
2024-02-25,S01,32
2024-02-26,S01,62
2024-02-27,S01,52
2024-02-28,S01,59
2024-02-29,S01,69
2024-03-01,S01,115
2024-03-02,S01,68
2024-03-03,S01,32
2024-03-04,S01,67
2024-03-05,S01,64
2024-03-06,S01,89
2024-03-07,S01,58
2024-03-08,S01,72
2024-03-09,S01,151
2024-03-10,S01,56
2024-03-11,S01,78
2024-03-12,S01,69
2024-03-13,S01,80
2024-03-14,S01,89
2024-03-15,S01,73
2024-03-16,S01,118
2024-03-17,S01,32
2024-03-18,S01,52
2024-03-19,S01,57
2024-03-20,S01,77
2024-03-21,S01,66
2024-03-22,S01,83
2024-03-23,S01,88
2024-03-24,S01,63
2024-03-25,S01,73
2024-03-26,S01,66
2024-03-27,S01,58
2024-03-28,S01,82
2024-03-29,S01,66
2024-03-30,S01,83
2024-03-31,S01,50
2024-04-01,S01,35
2024-04-02,S01,65
2024-04-03,S01,78
2024-04-04,S01,88
2024-04-05,S01,86
2024-04-06,S01,77
2024-04-07,S01,34
2024-04-08,S01,43
2024-04-09,S01,58
2024-04-10,S01,94
2024-04-11,S01,73
2024-04-12,S01,96
2024-04-13,S01,123
2024-04-14,S01,49
2024-04-15,S01,69
2024-04-16,S01,78
2024-04-17,S01,91
2024-04-18,S01,68
2024-04-19,S01,88
2024-04-20,S01,104
2024-04-21,S01,48
2024-04-22,S01,51
2024-04-23,S01,63
2024-04-24,S01,110
2024-04-25,S01,62
2024-04-26,S01,94
2024-04-27,S01,104
2024-04-28,S01,41
2024-04-29,S01,77
2024-04-30,S01,76
2024-05-01,S01,0
2024-05-02,S01,52
2024-05-03,S01,57
2024-05-04,S01,132
2024-05-05,S01,46
2024-05-06,S01,76
2024-05-07,S01,66
2024-05-08,S01,65
2024-05-09,S01,65
2024-05-10,S01,74
2024-05-11,S01,112
2024-05-12,S01,29
2024-05-13,S01,70
2024-05-14,S01,70
2024-05-15,S01,79
2024-05-16,S01,56
2024-05-17,S01,80
2024-05-18,S01,70
2024-05-19,S01,56
2024-05-20,S01,48
2024-05-21,S01,47
2024-05-22,S01,85
2024-05-23,S01,61
2024-05-24,S01,83
2024-05-25,S01,103
2024-05-26,S01,53
2024-05-27,S01,82
2024-05-28,S01,53
2024-05-29,S01,70
2024-05-30,S01,65
2024-05-31,S01,81
2024-06-01,S01,128
2024-06-02,S01,41
2024-06-03,S01,66
2024-06-04,S01,64
2024-06-05,S01,81
2024-06-06,S01,54
2024-06-07,S01,67
2024-06-08,S01,130
2024-06-09,S01,50
2024-06-10,S01,56
2024-06-11,S01,82
2024-06-12,S01,85
2024-06-13,S01,55
2024-06-14,S01,62
2024-06-15,S01,106
2024-06-16,S01,45
2024-06-17,S01,59
2024-06-18,S01,54
2024-06-19,S01,93
2024-06-20,S01,56
2024-06-21,S01,76
2024-06-22,S01,95
2024-06-23,S01,32
2024-06-24,S01,61
2024-06-25,S01,70
2024-06-26,S01,94
2024-06-27,S01,89
2024-06-28,S01,76
2024-06-29,S01,105
2024-06-30,S01,36
2024-07-01,S01,55
2024-07-02,S01,68
2024-07-03,S01,59
2024-07-04,S01,68
2024-07-05,S01,69
2024-07-06,S01,124
2024-07-07,S01,43
2024-07-08,S01,72
2024-07-09,S01,86
2024-07-10,S01,86
2024-07-11,S01,79
2024-07-12,S01,66
2024-07-13,S01,167
2024-07-14,S01,35
2024-07-15,S01,71
2024-07-16,S01,79
2024-07-17,S01,71
2024-07-18,S01,74
2024-07-19,S01,76
2024-07-20,S01,87
2024-07-21,S01,46
2024-07-22,S01,84
2024-07-23,S01,88
2024-07-24,S01,110
2024-07-25,S01,72
2024-07-26,S01,79
2024-07-27,S01,107
2024-07-28,S01,36
2024-07-29,S01,72
2024-07-30,S01,59
2024-07-31,S01,104
2024-08-01,S01,53
2024-08-02,S01,90
2024-08-03,S01,97
2024-08-04,S01,30
2024-08-05,S01,65
2024-08-06,S01,67
2024-08-07,S01,83
2024-08-08,S01,86
2024-08-09,S01,81
2024-08-10,S01,96
2024-08-11,S01,41
2024-08-12,S01,55
2024-08-13,S01,90
2024-08-14,S01,72
2024-08-15,S01,47
2024-08-16,S01,72
2024-08-17,S01,99
2024-08-18,S01,40
2024-08-19,S01,63
2024-08-20,S01,64
2024-08-21,S01,98
2024-08-22,S01,65
2024-08-23,S01,79
2024-08-24,S01,78
2024-08-25,S01,47
2024-08-26,S01,80
2024-08-27,S01,70
2024-08-28,S01,96
2024-08-29,S01,66
2024-08-30,S01,82
2024-08-31,S01,108
2024-09-01,S01,43
2024-09-02,S01,77
2024-09-03,S01,42
2024-09-04,S01,74
2024-09-05,S01,59
2024-09-06,S01,100
